id,question,correctAnswerSample,output,explanation,hint,img_src,difficulties,times,hints
115,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد مفرد و أكبر من صفر, مع الإشارة إلى أنه في حال قام بإدخال عدد مزدوج يجب أن يتم قبوله مع إضافة واحد عليه حتى يصبح مفرد.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	if (n % 2 == 0)
	{
		n++;
	}

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{

			if (i == 1 || i == n || j == 1 || j == n || i == n / 2 + 1 || j == n / 2 + 1)
			{
				std::cout << ""*"";
			}
			else
			{
				std::cout << "" "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 11
***********
*    *    *
*    *    *
*    *    *
*    *    *
***********
*    *    *
*    *    *
*    *    *
*    *    *
***********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 11 عند التشغيل.,"الشكل الذي يظهر لك في النتيجة النهائية عبارة عن مربع لأن عدد النجوم التي تظهر عامودياً يساوي عدد النجوم التي تظهر أفقياً, لكنه لا يظهر لك كذلك بسبب الهامش الإفتراضي الذي يقوم الحاسوب بوضعه بين الأسطر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-4/ex-5-solution-using-cpp/0fe48a52-d647-4d3d-bc71-85acaf83090b_ex-5.PNG,"[{'difficulty': '78.187', 'project': 115}]","[{'time': '51.593', 'project': 115}]","[{'required_concept_hint': ""{'الحلقات': 76.2922, 'الشروط': 71.9306, 'أنواع البيانات': 77.2079, 'الأساسيات': 77.2079}"", 'project': 115}]"
116,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد مفرد و أكبر من صفر, مع الإشارة إلى أنه في حال قام بإدخال عدد مزدوج يجب أن يتم قبوله مع إضافة واحد عليه حتى يصبح مفرد.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	if (n % 2 == 0)
	{
		n++;
	}

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{

			if (i == 1 || i == n || j == 1 || j == n || i == j || j == n - i + 1)
			{
				std::cout << ""*"";
			}
			else
			{
				std::cout << "" "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 11
***********
**       **
* *     * *
*  *   *  *
*   * *   *
*    *    *
*   * *   *
*  *   *  *
* *     * *
**       **
***********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 11 عند التشغيل.,"الشكل الذي يظهر لك في النتيجة النهائية عبارة عن مربع لأن عدد النجوم التي تظهر عامودياً يساوي عدد النجوم التي تظهر أفقياً, لكنه لا يظهر لك كذلك بسبب الهامش الإفتراضي الذي يقوم الحاسوب بوضعه بين الأسطر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-4/ex-4-solution-using-cpp/d071853e-6d66-49a3-bc51-8c5cdf4c4a03_ex-4.PNG,"[{'difficulty': '78.187', 'project': 116}]","[{'time': '51.593', 'project': 116}]","[{'required_concept_hint': ""{'الحلقات': 76.8371, 'الشروط': 72.65, 'أنواع البيانات': 77.7162, 'الأساسيات': 77.7162}"", 'project': 116}]"
117,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد بين 1 و 9 يمثل عدد أسطر الشكل الذي سيتم رسمه.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n < 1 || n > 9);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			if (j == n - i + 1)
			{
				std::cout << ""1 "";
			}
			else if (j == n)
			{
				std::cout << i << "" "";
			}
			else if (i == n)
			{
				std::cout << j << "" "";
			}
			else
			{
				std::cout << ""  "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 6
          1 
        1 2 
      1   3 
    1     4 
  1       5 
1 2 3 4 5 6 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 6 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-10/ex-3-solution-using-cpp/91bc2c57-b47e-4a0e-9d62-e1dc624571e7_ex-3.PNG,"[{'difficulty': '78.565', 'project': 117}]","[{'time': '54.282', 'project': 117}]","[{'required_concept_hint': ""{'الحلقات': 77.3815, 'الشروط': 73.3688, 'أنواع البيانات': 78.224, 'الأساسيات': 78.224, 'الدوال': 66.9541}"", 'project': 117}]"
118,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد بين 1 و 9 يمثل عدد أسطر الشكل الذي سيتم رسمه.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n < 1 || n > 9);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			if (j == n - i + 1)
			{
				std::cout << n << "" "";
			}
			else if (j == n)
			{
				std::cout << n - i + 1 << "" "";
			}
			else if (i == n)
			{
				std::cout << n - j + 1 << "" "";
			}
			else
			{
				std::cout << ""  "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 6
          6 
        6 5 
      6   4 
    6     3 
  6       2 
6 5 4 3 2 1 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 6 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-10/ex-4-solution-using-cpp/8383f553-fe65-4588-aafc-43063f51a390_ex-4.PNG,"[{'difficulty': '78.565', 'project': 118}]","[{'time': '54.282', 'project': 118}]","[{'required_concept_hint': ""{'الحلقات': 77.9261, 'الشروط': 74.0879, 'أنواع البيانات': 78.732, 'الأساسيات': 78.732, 'الدوال': 69.2082}"", 'project': 118}]"
119,"قم بتعريف دالة إسمها CountWords, عند استدعاءها نمرر لها نص, فترجع عدد الكلمات الموجودة في هذا النص.
	بعدها قم بتجربة هذه الدالة في البرنامج.","
#include <iostream>
#include <string>

int countWords(std::string s) {

	if (s.empty())
	{
		return 0;
	}

	int counter = 0;
	
	// هذه الإضافة سببها هو سواء كان يوجد مسافة فارغة في آخر النص أم لا يوجد, فإنها لن تؤثر على النتيجة
	s += "" "";

	for (int i = 0; i < s.length() - 1; i++)
	{
		if (s[i] != ' ' && s[i+1] == ' ')
		{
			counter++;
		}

	}

	return counter;
}

int main() {

	std::string text = ""Programming is easy to learn."";
	int numberOfWords = countWords(text);

	std::cout << ""Total words: "" << numberOfWords;

	char end; std::cin >> end;
	return 0;

}
		","
Total words: 5
		",سنحصل على النتيجة التالية عند التشغيل.,"مثال: إذا قمنا باستخدام الدالة CountWords() و تمرير النص ""Programming is easy to learn."" فإنها سترجع الرقم 5.",,"[{'difficulty': '79.068', 'project': 119}]","[{'time': '50.784', 'project': 119}]","[{'required_concept_hint': ""{'الحلقات': 78.4702, 'الشروط': 74.8065, 'أنواع البيانات': 79.2394, 'الأساسيات': 79.2394, 'التعامل مع النصوص': 78.1283, 'المصفوفات': 66.4752, 'الدوال': 71.4617}"", 'project': 119}]"
120,"أكتب برنامج يطلب من المستخدم إدخال أي رقم يريد للبحث عنه بداخل مصفوفة أرقام ثنائية (ذات بعدين) جاهزة.
	بعدها سيقوم البرنامج بطباعة كم مرة تم إيجاد الرقم الذي أدخله المستخدم في المصفوفة.","
#include <iostream>

int main() {

	int matrix[3][3] = {
		{ 5, 2, 3 },
		{ 4, 5, 6 },
		{ 5, 8, 9 }
	};

	int rows = sizeof(matrix) / sizeof(matrix[0]);
	int cols = sizeof(matrix[0]) / sizeof(int);

	int found = 0;
	int x;

	std::cout << ""Enter a number: "";
	std::cin >> x;

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
			if (x == matrix[i][j])
			{
				found++;
			}
		}
	}

	if (found == 0)
	{
		std::cout << ""'"" << x << ""' is not found"" << ""\n"";
	}
	else
	{
		std::cout << ""'"" << x << ""' is found "" << found << "" time(s)\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
			Enter a number: 5
			'5' is found 3 time(s)
		",سنحصل على النتيجة التالية في حال كانت المصفوفة تحتوي على نفس القيم المجهزة فيها و تم إدخال نفس القيمة التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '79.222', 'project': 120}]","[{'time': '58.361', 'project': 120}]","[{'required_concept_hint': ""{'الحلقات': 79.0148, 'الشروط': 75.5255, 'أنواع البيانات': 79.7474, 'الأساسيات': 79.7474, 'المصفوفات': 68.133}"", 'project': 120}]"
121,"أكتب برنامج يطلب من المستخدم إدخال أي رقم يريد للبحث عنه بداخل مصفوفة أرقام ثنائية (ذات بعدين) جاهزة.
	بعدها سيقوم البرنامج بطباعة ما إن كانت القيمة موجودة في المصفوفة أم لا.
ملاحظة: أوقف عملية البحث بمجرد إيجاد عنصر يملك نفس القيمة المراد البحث عنها.","
#include <iostream>

int main() {

	int matrix[3][3] = {
		{ 1, 2, 3 },
		{ 4, 5, 6 },
		{ 7, 8, 9 }
	};

	int rows = sizeof(matrix) / sizeof(matrix[0]);
	int cols = sizeof(matrix[0]) / sizeof(int);

	bool isExist = false;
	int x;

	std::cout << ""Enter a number: "";
	std::cin >> x;

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
			if (x == matrix[i][j])
			{
				isExist = true;
				break;
			}
		}
	}

	if (isExist)
	{
		std::cout << ""'"" << x << ""' is exist in the matrix"" << ""\n"";
	}
	else
	{
		std::cout << ""'"" << x << ""' is not exist in the matrix"" << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
			Enter a number: 2
			'2' is exist in the matrix
		",سنحصل على النتيجة التالية في حال كانت المصفوفة تحتوي على نفس القيم المجهزة فيها و تم إدخال نفس القيمة التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '79.222', 'project': 121}]","[{'time': '59.611', 'project': 121}]","[{'required_concept_hint': ""{'الحلقات': 79.5592, 'الشروط': 76.2444, 'أنواع البيانات': 80.2552, 'الأساسيات': 80.2552, 'المصفوفات': 69.7906}"", 'project': 121}]"
122,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		p = 1;

		for (int j = 1; j <= i; j++)
		{
			p *= i;
		}

		if (i % 2 == 1)
		{
			s -= p;
		}
		else
		{
			s += p;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 232
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-6/ex-2-solution-using-cpp/491600d2-c715-4d0c-8290-6dbe4e94bc2d_ex-2.PNG,"[{'difficulty': '79.773', 'project': 122}]","[{'time': '54.887', 'project': 122}]","[{'required_concept_hint': ""{'الحلقات': 80.1031, 'الشروط': 76.9628, 'أنواع البيانات': 80.7625, 'الأساسيات': 80.7625}"", 'project': 122}]"
123,"أكتب برنامج يطلب من المستخدم إعطائه عددين, العدد الأول يمثل عدد أسطر مصفوفة ثنائية ( ذات بعدين ) إسمها matrix و العدد الثاني يمثل عدد أعمدتها.
ملاحظة: عدد أسطر و أعمدة المصفوفة يجب أن يكون أكبر من صفر.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	في الأخير يعرض للمستخدم عدد العناصر التي تملك قيم أكبر من صفر, و عدد العناصر التي تملك قيم أصغر من صفر, و عدد العناصر التي تملك قيم تساوي صفر.","
#include <iostream>

int main() {

	int pCounter = 0;
	int nCounter = 0;
	int zCounter = 0;

	int rows = 0;
	int cols = 0;
	int **matrix;

	do
	{
		std::cout << ""Enter rows number: "";
		std::cin >> rows;
	}
	while (rows <= 0);
	
	do
	{
		std::cout << ""Enter cols number: "";
		std::cin >> cols;
	} 
	while (cols <= 0);
	
	matrix = new int *[rows];
	for (int i = 0; i < rows; i++)
	{
		matrix[i] = new int[cols];
	}

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
			std::cout << ""Enter matrix["" << i << ""]["" << j << ""]: "";
			std::cin >> matrix[i][j];
		}
	}

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
            if (matrix[i][j] > 0)
            {
                pCounter++;
            }
            else if (matrix[i][j] < 0)
            {
                nCounter++;
            }
            else
            {
                zCounter++;
            }
		}
	}

	std::cout << ""\nNumber of positive numbers: "" << pCounter;
	std::cout << ""\nNumber of negative numbers: "" << nCounter;
	std::cout << ""\nNumber of zeros: "" << zCounter << ""\n"";

	char end; std::cin >> end;
	return 0;

}
		","
			Enter rows number: 3
			Enter cols number: 3
			Enter matrix[0][0]: 1
			Enter matrix[0][1]: 2
			Enter matrix[0][2]: 0
			Enter matrix[1][0]: 5
			Enter matrix[1][1]: 0
			Enter matrix[1][2]: -1
			Enter matrix[2][0]: -2
			Enter matrix[2][1]: 4
			Enter matrix[2][2]: -3
			Number of positive numbers: 4
			Number of negative numbers: 3
			Number of zeros: 2
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '79.773', 'project': 123}]","[{'time': '74.887', 'project': 123}]","[{'required_concept_hint': ""{'الحلقات': 80.6476, 'الشروط': 77.6817, 'أنواع البيانات': 81.2704, 'الأساسيات': 81.2704, 'المصفوفات': 71.4794, 'الدوال': 73.81}"", 'project': 123}]"
124,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int f = 1;
	int n = 0;
	int s = 0;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		f = 1;

		for (int j = 1; j <= i + 1; j++)
		{
			f *= j;
		}

		if (i % 2 == 1)
		{
			s -= i + f;
		}
		else
		{
			s += i + f;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 102
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-7/ex-5-solution-using-cpp/16a25465-3af7-4552-a86f-798279fbaca6_ex-5.PNG,"[{'difficulty': '79.773', 'project': 124}]","[{'time': '54.887', 'project': 124}]","[{'required_concept_hint': ""{'الحلقات': 81.1916, 'الشروط': 78.4002, 'أنواع البيانات': 81.7777, 'الأساسيات': 81.7777}"", 'project': 124}]"
125,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i % 2 == 1)
		{
			s += i;
		}
		else
		{
			p = 1;

			for (int j = 1; j <= i; j++)
			{
				p *= i;
			}

			s -= p;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = -256
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-6/ex-4-solution-using-cpp/b1f2508b-9296-44a7-ad38-54b83c9a9dab_ex-4.PNG,"[{'difficulty': '79.773', 'project': 125}]","[{'time': '54.887', 'project': 125}]","[{'required_concept_hint': ""{'الحلقات': 81.7351, 'الشروط': 79.1182, 'أنواع البيانات': 82.2846, 'الأساسيات': 82.2846}"", 'project': 125}]"
126,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i % 2 == 1)
		{
			s += i;
		}
		else
		{
			p = 1;

			for (int j = 1; j <= i; j++)
			{
				p *= i;
			}

			s += p;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 264
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-6/ex-3-solution-using-cpp/ab7c082d-e2fc-430f-bf38-e83ccbfb8b79_ex-3.PNG,"[{'difficulty': '79.773', 'project': 126}]","[{'time': '54.887', 'project': 126}]","[{'required_concept_hint': ""{'الحلقات': 82.2781, 'الشروط': 79.8356, 'أنواع البيانات': 82.7909, 'الأساسيات': 82.7909}"", 'project': 126}]"
127,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	بعدها يعرض للمستخدم جميع قيم عناصر المصفوفة التي قام هو بإدخالها مع وضع مسافة فارغة بين كل قيمتين.
	في الأخير, يقوم بترتيب قيم عناصر المصفوفة من الأصغر إلى الأكبر و من ثم يعرضها له من جديد.","
#include <iostream>

int main() {
	
	int n;
	int temp;
	int * arr;

	do {
		std::cout <<(""Enter arr length: "");
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	std::cout << ""\nCurrent order\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	for (int i = 0; i < n - 1; i++)
	{
		for (int j = i + 1; j < n; j++)
		{
			if (arr[j] < arr[i])
			{
				temp = arr[i];
				arr[i] = arr[j];
				arr[j] = temp;
			}
		}
	}

	std::cout << ""\n\nAfter ascending order\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 5
Enter arr[0]: 7
Enter arr[1]: 3
Enter arr[2]: 1
Enter arr[3]: 6
Enter arr[4]: 4
Current order
7 3 1 6 4 
After ascending order
1 3 4 6 7 
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '80.831', 'project': 127}]","[{'time': '64.165', 'project': 127}]","[{'required_concept_hint': ""{'الحلقات': 82.8206, 'الشروط': 80.5526, 'أنواع البيانات': 83.2968, 'الأساسيات': 83.2968, 'المصفوفات': 73.2271}"", 'project': 127}]"
128,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	بعدها يعرض للمستخدم جميع قيم عناصر المصفوفة التي قام هو بإدخالها مع وضع مسافة فارغة بين كل قيمتين.
	في الأخير, يقوم بترتيب قيم عناصر المصفوفة من الأكبر إلى الأصغر و من ثم يعرضها له من جديد.","
#include <iostream>

int main() {
	
	int n;
	int temp;
	int * arr;

	do {
		std::cout <<(""Enter arr length: "");
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	std::cout << ""\nCurrent order\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	for (int i = 0; i < n - 1; i++)
	{
		for (int j = i + 1; j < n; j++)
		{
			if (arr[j] > arr[i])
			{
				temp = arr[i];
				arr[i] = arr[j];
				arr[j] = temp;
			}
		}
	}

	std::cout << ""\n\nAfter descending order\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 5
Enter arr[0]: 7
Enter arr[1]: 3
Enter arr[2]: 1
Enter arr[3]: 6
Enter arr[4]: 4
Current order
7 3 1 6 4 
After descending order
7 6 4 3 1
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '80.831', 'project': 128}]","[{'time': '64.165', 'project': 128}]","[{'required_concept_hint': ""{'الحلقات': 83.3648, 'الشروط': 81.2712, 'أنواع البيانات': 83.8043, 'الأساسيات': 83.8043, 'المصفوفات': 74.8845}"", 'project': 128}]"
129,"أكتب برنامج يعرّف مصفوفة مربعة إسمها matrix تتألف من 3 أسطر و 3 أعمدة.
    ثم يطلب من المستخدم إدخال قيم لها.
إنتبه: نريد هذه المصفوفة أن تحتوي فقط على قيم أكبر أو تساوي صفر.
    ثم يعرض للمستخدم جميع القيم التي أصبحت تحتويها المصفوفة.
    بعدها يقوم بجمع قيم جميع العناصر الموجودة على القطر ( On Diagonal ), فوق القطر ( Above Diagonal ), و تحت القطر ( Under Diagonal ).
    في الأخير يعرض للمستخدم ناتج الجمع.","
#include <iostream>

int main() {

	const int rows = 3;
	const int cols = 3;
	int matrix[3][3];

	int sumOnDiagonals = 0;
	int sumAboveDiagonals = 0;
	int sumUnderDiagonals = 0;

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
			std::cout << ""Enter matrix["" << i << ""]["" << j << ""]: "";
			std::cin >> matrix [i][j];
		}
	}

	for (int i = 0; i < rows; i++)
	{
		for (int j = 0; j < cols; j++)
		{
			if (j > i)
			{
				sumAboveDiagonals += matrix[i][j];
			}
			else if (j < i)
			{
				sumUnderDiagonals += matrix[i][j];
			}
			else
			{
				sumOnDiagonals += matrix[i][j];
			}
		}
	}

	std::cout << ""\nNumber of elements above diagonals: "" << sumAboveDiagonals;
	std::cout << ""\nNumber of elements under diagonals: "" << sumUnderDiagonals;
	std::cout << ""\nNumber of elements on diagonals: "" << sumOnDiagonals;

	char end; std::cin >> end;
	return 0;

}
		","
			Enter matrix[0][0]: 1
			Enter matrix[0][1]: 2
			Enter matrix[0][2]: 3
			Enter matrix[1][0]: 4
			Enter matrix[1][1]: 5
			Enter matrix[1][2]: 6
			Enter matrix[2][0]: 7
			Enter matrix[2][1]: 8
			Enter matrix[2][2]: 9
			Sum of elements above diagonals: 11
			Sum of elements under diagonals: 19
			Sum of elements on diagonals: 15
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '81.002', 'project': 129}]","[{'time': '61.751', 'project': 129}]","[{'required_concept_hint': ""{'الحلقات': 83.9084, 'الشروط': 81.9893, 'أنواع البيانات': 84.3113, 'الأساسيات': 84.3113, 'المصفوفات': 76.5413, 'الدوال': 76.2161}"", 'project': 129}]"
130,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها array و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة array و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	بعدها يعرض للمستخدم جميع قيم عناصر المصفوفة التي قام هو بإدخالها مع وضع مسافة فارغة بين كل قيمتين.
	بعدها يقوم بتحويل كل قيمة في المصفوفة أكبر من صفر إلى 1 و كل قيمة أصغر من صفر إلى -1.
	في الأخير, يقوم بعرض قيم المصفوفة من جديد.","
#include <iostream>

int main() {
	
	int n;
	int *array;

	do {
		std::cout << ""Enter array length: "";
		std::cin >> n;
	}
	while (n <= 0);

	array = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter array["" << i << ""]: "";
		std::cin >> array[i];
	}

	std::cout << ""\nCurrent values:\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << array[i] << "" "";
	}

	for (int i = 0; i < n; i++)
	{
		if (array[i] > 0)
		{
			array[i] = 1;
		}
		else if (array[i] < 0)
		{
			array[i] = -1;
		}
	}

	std::cout << ""\n\nNew Values:\n"";
	for (int i = 0; i < n; i++)
	{
		std::cout << array[i] << "" "";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter array length: 5
Enter array[0]: 2
Enter array[1]: 4
Enter array[2]: 0
Enter array[3]: -3
Enter array[4]: -2
Current values:
2 4 0 -3 -2 
New values:
1 1 0 -1 -1
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '81.312', 'project': 130}]","[{'time': '61.906', 'project': 130}]","[{'required_concept_hint': ""{'الحلقات': 84.4519, 'الشروط': 82.7072, 'أنواع البيانات': 84.8182, 'الأساسيات': 84.8182, 'المصفوفات': 78.198, 'الدوال': 78.469}"", 'project': 130}]"
131,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int f;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i % 2 == 1)
		{
			p = 1;
			for (int j = 1; j <= i; j++)
			{
				p *= i;
			}
			s += p;
		}
		else
		{
			f = 1;
			for (int j = 1; j <= i; j++)
			{
				f *= j;
			}
			s += f;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 54
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-8/ex-1-solution-using-cpp/23133ddd-622d-46f4-af12-efdb955267f1_ex-1.PNG,"[{'difficulty': '82.594', 'project': 131}]","[{'time': '61.297', 'project': 131}]","[{'required_concept_hint': ""{'الحلقات': 84.9955, 'الشروط': 83.4253, 'أنواع البيانات': 85.3252, 'الأساسيات': 85.3252}"", 'project': 131}]"
